Title,Platform,Region,Condition,Set_Price,Suggested_Price,Loose_Price,CIB_Price,New_Price,Price_Type,Sale_Notes,Scraped_At
Resident Evil 2,ps1,NTSC-U,CIB,86,86,,,,CIB,,
